legacy_triple_index,subject,relation,object,publication_year,evidence_quote,provenance_recovery_status,paper_id,chunk_index,source_title,source_modality,sentence_offset,model_name,prompt_version
715,SonarQube,ADDRESSES,vulnerabilities,2025,security testing platforms such as SonarQube and Blackduck plays a critical role in continuously monitoring and inspecting code for vulnerabilities,unique_normalized_exact_quote_match,6847a6357d588ab3f22703c12e72b4d7523d12b2,0,A Cybersecurity framework for fraud detection in financial systems using AI and Microservices,abstract,,,
716,Blackduck,ADDRESSES,vulnerabilities,2025,security testing platforms such as SonarQube and Blackduck plays a critical role in continuously monitoring and inspecting code for vulnerabilities,unique_normalized_exact_quote_match,6847a6357d588ab3f22703c12e72b4d7523d12b2,0,A Cybersecurity framework for fraud detection in financial systems using AI and Microservices,abstract,,,
717,unsupervised anomaly-detection method based on system calls,ADDRESSES,security challenges in edge-native containerized environments,2025,"To achieve security and observability in edge-native containerized environments and lower the cost of computing resources, we propose an unsupervised anomaly-detection method based on system calls.",unique_normalized_exact_quote_match,b41e5f721cb03c4ea5ce0b4658ca5c2cdfa37f7d,0,U-SCAD: An Unsupervised Method of System Call-Driven Anomaly Detection for Containerized Edge Clouds,abstract,,,
718,unsupervised anomaly-detection method based on system calls,USES,Syscall2vec,2025,this method embeds system calls into sequences using the proposed Syscall2vec,unique_normalized_exact_quote_match,b41e5f721cb03c4ea5ce0b4658ca5c2cdfa37f7d,0,U-SCAD: An Unsupervised Method of System Call-Driven Anomaly Detection for Containerized Edge Clouds,abstract,,,
719,unsupervised anomaly-detection method based on system calls,IMPROVES,F1 score,2025,"the detection part of our method improves the F1 score by 23.88% and 41.31%, respectively",unique_normalized_exact_quote_match,b41e5f721cb03c4ea5ce0b4658ca5c2cdfa37f7d,0,U-SCAD: An Unsupervised Method of System Call-Driven Anomaly Detection for Containerized Edge Clouds,abstract,,,
720,unsupervised anomaly-detection method based on system calls,APPLIED_TO,modern containerized cloud microservices,2025,We conduct experiments using our method with a background based on modern containerized cloud microservices.,unique_normalized_exact_quote_match,b41e5f721cb03c4ea5ce0b4658ca5c2cdfa37f7d,0,U-SCAD: An Unsupervised Method of System Call-Driven Anomaly Detection for Containerized Edge Clouds,abstract,,,
721,unsupervised anomaly-detection method based on system calls,ADDRESSES,cost of computing resources,2025,"lower the cost of computing resources, we propose an unsupervised anomaly-detection method based on system calls.",unique_normalized_exact_quote_match,b41e5f721cb03c4ea5ce0b4658ca5c2cdfa37f7d,0,U-SCAD: An Unsupervised Method of System Call-Driven Anomaly Detection for Containerized Edge Clouds,abstract,,,
722,Low-Intervention Security Embedding Architecture,IMPROVES,security of business processes,2023,empowers business applications to enhance the security of their processes through judicious intervention within business APIs,unique_normalized_exact_quote_match,2d09963e6c39c34ec7ef83641ec0425fad68a6b6,0,Leaving the Business Security Burden to LiSEA: A Low-Intervention Security Embedding Architecture for Business APIs,abstract,,,
723,Low-Intervention Security Embedding Architecture,APPLIED_TO,business APIs,2023,empowers business applications to enhance the security of their processes through judicious intervention within business APIs,unique_normalized_exact_quote_match,2d09963e6c39c34ec7ef83641ec0425fad68a6b6,0,Leaving the Business Security Burden to LiSEA: A Low-Intervention Security Embedding Architecture for Business APIs,abstract,,,
724,Low-Intervention Security Embedding Architecture,ADDRESSES,OWASP API Security Top 10,2023,adeptly addresses eight out of the ten critical vulnerabilities enumerated in the OWASP API Security Top 10,unique_normalized_exact_quote_match,2d09963e6c39c34ec7ef83641ec0425fad68a6b6,0,Leaving the Business Security Burden to LiSEA: A Low-Intervention Security Embedding Architecture for Business APIs,abstract,,,
725,Low-Intervention Security Embedding Architecture,PRODUCES,latency,2023,LiSEA brings less than 20 msec of latency to the business process,unique_normalized_exact_quote_match,2d09963e6c39c34ec7ef83641ec0425fad68a6b6,0,Leaving the Business Security Burden to LiSEA: A Low-Intervention Security Embedding Architecture for Business APIs,abstract,,,
726,"dual-workflow, cloud-native architecture",ADDRESSES,train-serve skew,2025,solving the train-serve skew problem,unique_normalized_exact_quote_match,0cc0881a21c14ff1295640ea8e6ea6fdbc07e155,0,"A Framework for ML-Based Intrusion Detection and Prevention: A Containerized, Cloud-Native Approach",abstract,,,
727,"dual-workflow, cloud-native architecture",EXTENDS,flexible ML framework,2025,Our architecture builds upon a flexible ML framework from foundational research,unique_normalized_exact_quote_match,0cc0881a21c14ff1295640ea8e6ea6fdbc07e155,0,"A Framework for ML-Based Intrusion Detection and Prevention: A Containerized, Cloud-Native Approach",abstract,,,
728,minimal-overhead online workflow,USES,kernel-level probes,2025,"we introduce a minimal-overhead online workflow that uses high-performance, kernel-level probes",unique_normalized_exact_quote_match,0cc0881a21c14ff1295640ea8e6ea6fdbc07e155,0,"A Framework for ML-Based Intrusion Detection and Prevention: A Containerized, Cloud-Native Approach",abstract,,,
729,"dual-workflow, cloud-native architecture",USES,Kubernetes,2025,"blueprint for orchestrating the framework as a containerized, microservice-based cluster using platforms like Kubernetes",unique_normalized_exact_quote_match,0cc0881a21c14ff1295640ea8e6ea6fdbc07e155,0,"A Framework for ML-Based Intrusion Detection and Prevention: A Containerized, Cloud-Native Approach",abstract,,,
730,dual-workflow design,USES,two-stage ML pipeline,2025,"This dual-workflow design separates low-latency real-time detection from deep offline analysis, which leverages the foundational two-stage ML pipeline",unique_normalized_exact_quote_match,0cc0881a21c14ff1295640ea8e6ea6fdbc07e155,0,"A Framework for ML-Based Intrusion Detection and Prevention: A Containerized, Cloud-Native Approach",abstract,,,
731,mixture of experts,COMBINES,deep neural models,2024,"proposes to use a mixture of experts, i.e., deep neural models trained on local datasets that are combined",unique_normalized_exact_quote_match,dea68588503b2b3762a7abf4262ddbd078f96b43,0,A Few to Unveil Them All: Leveraging Mixture of Experts on Minimal Data for Detecting Covert Channels in Containerized Cloud Infrastructures,abstract,,,
732,deep neural models,USES,local datasets,2024,deep neural models trained on local datasets,unique_normalized_exact_quote_match,dea68588503b2b3762a7abf4262ddbd078f96b43,0,A Few to Unveil Them All: Leveraging Mixture of Experts on Minimal Data for Detecting Covert Channels in Containerized Cloud Infrastructures,abstract,,,
733,mixture of experts,ADDRESSES,network covert channels,2024,"An aspect largely neglected concerns network covert channels, which can be used to implement advanced persistent threats or ex-filtrate sensitive data. Unfortunately, revealing the presence of parasitic information hidden in network traffic is a hard task often clashing with privacy, performance and scalability constraints. Therefore, this paper proposes to use a mixture of experts",unique_normalized_exact_quote_match,dea68588503b2b3762a7abf4262ddbd078f96b43,0,A Few to Unveil Them All: Leveraging Mixture of Experts on Minimal Data for Detecting Covert Channels in Containerized Cloud Infrastructures,abstract,,,
734,mixture of experts,EVALUATES_ON,IPv4 traffic,2024,Results obtained by considering covert communications targeting the TTL field of IPv4 traffic collected in realistic settings demonstrated the effectiveness of our approach.,unique_normalized_exact_quote_match,dea68588503b2b3762a7abf4262ddbd078f96b43,0,A Few to Unveil Them All: Leveraging Mixture of Experts on Minimal Data for Detecting Covert Channels in Containerized Cloud Infrastructures,abstract,,,
735,Spring Security,ADDRESSES,access control,2020,Spring Security has been studied up to December 2020 for various levels of access control,unique_normalized_exact_quote_match,f5ab88e5f1e08dc931c4f7a8693275c93d82ca07,0,Fine-Grained Access Control with Spring Security,abstract,,,
736,Spring Security,COMBINES,OAuth2,2020,When used in combination with OAuth2 and JWT,unique_normalized_exact_quote_match,f5ab88e5f1e08dc931c4f7a8693275c93d82ca07,0,Fine-Grained Access Control with Spring Security,abstract,,,
737,Spring Security,COMBINES,JWT,2020,When used in combination with OAuth2 and JWT,unique_normalized_exact_quote_match,f5ab88e5f1e08dc931c4f7a8693275c93d82ca07,0,Fine-Grained Access Control with Spring Security,abstract,,,
738,Spring Security,ADDRESSES,policy-based security of APIs and data assets,2020,Spring Security offering a solid foundation for policy-based security of APIs and data assets,unique_normalized_exact_quote_match,f5ab88e5f1e08dc931c4f7a8693275c93d82ca07,0,Fine-Grained Access Control with Spring Security,abstract,,,
739,combined cloud-based API protection model,COMBINES,Web Application Firewall (WAF),2025,The article proposes a combined cloud-based API protection model in which the WAF provides perimeter control and the API Gateway enforces logical access control.,unique_normalized_exact_quote_match,d156af392e019f2e329a5a0d4f7dc8ea55fb4b6f,0,SOFTWARE SUPPLY CHAIN SECURITY ANALYSIS,abstract,,,
740,combined cloud-based API protection model,COMBINES,API Gateway,2025,The article proposes a combined cloud-based API protection model in which the WAF provides perimeter control and the API Gateway enforces logical access control.,unique_normalized_exact_quote_match,d156af392e019f2e329a5a0d4f7dc8ea55fb4b6f,0,SOFTWARE SUPPLY CHAIN SECURITY ANALYSIS,abstract,,,
741,empirical testing in sandboxed environments,APPLIED_TO,Web Application Firewall (WAF),2025,"Additionally, it presents methods for evaluating the effectiveness of these mechanisms, including empirical testing in sandboxed environments",unique_normalized_exact_quote_match,d156af392e019f2e329a5a0d4f7dc8ea55fb4b6f,0,SOFTWARE SUPPLY CHAIN SECURITY ANALYSIS,abstract,,,
742,comparative benchmarking under various configurations,APPLIED_TO,Web Application Firewall (WAF),2025,"Additionally, it presents methods for evaluating the effectiveness of these mechanisms, including empirical testing in sandboxed environments, comparative benchmarking under various configurations",unique_normalized_exact_quote_match,d156af392e019f2e329a5a0d4f7dc8ea55fb4b6f,0,SOFTWARE SUPPLY CHAIN SECURITY ANALYSIS,abstract,,,
743,threat modeling,APPLIED_TO,Web Application Firewall (WAF),2025,"Additionally, it presents methods for evaluating the effectiveness of these mechanisms, including empirical testing in sandboxed environments, comparative benchmarking under various configurations, and threat modeling.",unique_normalized_exact_quote_match,d156af392e019f2e329a5a0d4f7dc8ea55fb4b6f,0,SOFTWARE SUPPLY CHAIN SECURITY ANALYSIS,abstract,,,
744,combined cloud-based API protection model,ADDRESSES,securing application programming interfaces (APIs) in cloud environments,2025,This article addresses the pressing issue of securing application programming interfaces (APIs) in cloud environments... The article proposes a combined cloud-based API protection model,unmatched_quote,,,,,,,
745,SecureCloudOps,APPLIED_TO,Azure Kubernetes Service,2025,"we present SecureCloudOps, a unified Zero-Trust framework that fuses federated identity management with real-time runtime security monitoring for Azure Kubernetes Service (AKS).",unique_normalized_exact_quote_match,d09c3b4c791250b4a5cb5638597e401692b00048,0,SecureCloudOps: Zero-Trust Identity Federation and Runtime Monitoring in Azure Kubernetes Service (AKS),abstract,,,
746,SecureCloudOps,USES,Open Policy Agent,2025,dynamically enforces access policies using Open Policy Agent (OPA) and Gatekeeper.,unique_normalized_exact_quote_match,d09c3b4c791250b4a5cb5638597e401692b00048,0,SecureCloudOps: Zero-Trust Identity Federation and Runtime Monitoring in Azure Kubernetes Service (AKS),abstract,,,
747,SecureCloudOps,USES,Gatekeeper,2025,dynamically enforces access policies using Open Policy Agent (OPA) and Gatekeeper.,unique_normalized_exact_quote_match,d09c3b4c791250b4a5cb5638597e401692b00048,0,SecureCloudOps: Zero-Trust Identity Federation and Runtime Monitoring in Azure Kubernetes Service (AKS),abstract,,,
748,SecureCloudOps,ADDRESSES,static security models,2025,"To address the limitations of static security models, our framework integrates eBPF-based runtime instrumentation",unique_normalized_exact_quote_match,d09c3b4c791250b4a5cb5638597e401692b00048,0,SecureCloudOps: Zero-Trust Identity Federation and Runtime Monitoring in Azure Kubernetes Service (AKS),abstract,,,
